id	author	documents	total link strength
1995	"mouzakitis, alexandros"	1	5	1.00
1996	"moxey, linda"	1	1	1.00
1997	"moxey, linda m."	1	3	0.00
1998	"mozere, monika"	1	1	1.00
1999	"muckli, l."	1	39	1.00
2000	"muckli, lars"	22	515	22.00
2001	"mueller-bamouh, veronika"	1	18	1.00
2002	"muhammad, umar riaz"	1	15	1.00
2003	"muir, k. w."	4	18	4.00
2004	"muir, keith"	24	290	24.00
2005	"muir, keith w"	3	3	3.00
2006	"muir, keith w."	96	1224	93.00
2007	"mullen, tim"	1	1	1.00
2008	"muller, anna k."	1	10	1.00
2009	"mullin, j. m."	1	11	1.00
2010	"mullin, james"	3	21	3.00
2011	"mullin, james m."	2	6	2.00
2012	"mullinger, karen j."	4	98	4.00
2013	"mundl, hardi"	3	33	3.00
2014	"munro, james"	7	20	7.00
2015	"muntendorf, louisa-kristin"	1	1	1.00
2016	"murray, alicia"	1	196	1.00
2017	"murray, gordon d."	1	14	1.00
2018	"murray, jamie g."	1	5	1.00
2019	"murray, jennifer"	3	16	3.00
2020	"murray, jo-anne"	1	28	1.00
2021	"murray, leigh"	1	1	1.00
2022	"murray, lydia s."	1	13	1.00
2023	"murthy, santosh b."	2	29	2.00
2024	"mustile, magda"	1	8	1.00
2025	"mutanen, tuomas p."	2	8	2.00
2026	"myachykov, andriy"	5	41	5.00
2027	"myrov, v"	1	20	1.00
2028	"myrov, vladislav"	1	0	1.00
2029	"naber, marnix"	2	19	2.00
2030	"nagel, armin m."	1	2	1.00
2031	"naggara, olivier"	1	2	1.00
2032	"naidu, saadnah"	1	3	1.00
2033	"nanayakkara, thrishantha"	2	1	2.00
2034	"navarro-batista, keila"	1	15	1.00
2035	"nave, alexander h."	1	5	1.00
2036	"navi, babak b."	1	27	1.00
2037	"nayak, satyaprakash"	1	0	1.00
2038	"nazarian, b."	1	5	1.00
2039	"nazarpour, kianoush"	2	9	2.00
2040	"nazzi, claudio"	2	18	2.00
2041	"nebel, cynthia l."	1	6	1.00
2042	"neely, g. gregory"	1	51	1.00
2043	"neilson, sam"	1	2	1.00
2044	"nelson, m."	1	9	1.00
2045	"nest, timothy"	1	8	1.00
2046	"neves, karla b"	1	3	1.00
2047	"neves, karla b."	1	21	1.00
2048	"newby, david e."	1	14	1.00
2049	"newton, judith"	5	55	5.00
2050	"neyedli, heather f."	2	12	2.00
2051	"ng, alexander"	1	15	1.00
2052	"ng, felix c."	2	11	2.00
2053	"nguyen, eileen"	1	11	1.00
2054	"nicholas, timothy"	2	25	2.00
2055	"nichols, thomas e."	1	4	1.00
2056	"nickel, alina"	3	17	3.00
2057	"nicklin, s. a."	1	9	1.00
2058	"nicolaides, kypros"	1	1	1.00
2059	"nicoll, a."	1	2	1.00
2060	"niedenthal, paula m."	1	81	1.00
2061	"niedzwiedz, claire l."	1	29	1.00
2062	"niesen, maxime"	1	8	1.00
2063	"niessen, eva"	1	5	1.00
2064	"nieuwland, mante s."	2	198	2.00
2065	"nighoghossian, n."	1	3	1.00
2066	"nighoghossian, norbert"	26	140	26.00
2067	"nijboer, tanja c. w."	3	13	3.00
2068	"nijhof, dewy"	1	0	1.00
2069	"nikitova, nikoleta"	1	4	1.00
2070	"nikkinen, juha"	1	11	1.00
2071	"nikolova, nija"	1	13	1.00
2072	"nilsen, margaret"	1	4	1.00
2073	"nisky, ilana"	1	0	1.00
2074	"nitsch, robert"	1	0	1.00
2075	"nitsche, michael a."	1	165	1.00
2076	"nobili, l."	1	20	1.00
2077	"nobili, lino"	3	63	3.00
2078	"noble, katie"	2	7	2.00
2079	"nobre, anna c."	1	23	1.00
2080	"nogueira da silva, carlos rafael"	1	0	1.00
2081	"nolte, christian h."	2	9	2.00
2082	"noor, ku mastura ku mohd"	1	1	1.00
2083	"nordmann, e."	2	16	2.00
2084	"nordmann, emily"	8	97	8.00
2085	"norman, kenneth a."	1	97	1.00
2086	"nothnagel, nils"	1	10	1.00
2087	"noveck, ira"	1	17	1.00
2088	"noyce, alastair j."	2	8	2.00
2089	"ntaios, george"	1	15	1.00
2090	"nyberg, nils"	1	9	1.00
2091	"o'brien, john t."	1	0	1.00
2092	"o'connor, emily"	1	45	1.00
2093	"o'connor, rory"	1	5	1.00
2094	"o'connor, rory c."	1	17	1.00
2095	"o'donnell, martin j."	2	17	2.00
2096	"o'donnell, patrick j."	2	28	2.00
2097	"o'hare, kevin"	1	5	1.00
2098	"o'neil, alison"	2	18	2.00
2099	"o'neil, alison q."	2	12	2.00
2100	"o'neill, paul"	1	12	1.00
2101	"o'shea, kieran j."	10	126	10.00
2102	"obdeijn, iris, v"	1	1	1.00
2103	"obleser, jonas"	1	12	1.00
2104	"ocakoglu, g."	1	13	1.00
2105	"oehrn, carina r."	1	21	1.00
2106	"oertel, wolfgang h."	1	6	1.00
2107	"oh, charles"	2	18	2.00
2108	"okala, s."	1	9	1.00
2109	"olavarria, veronica"	1	15	1.00
2110	"oliveri, massimiliano"	1	7	1.00
2111	"olson, michael f."	1	8	1.00
2112	"omori, yu"	2	73	2.00
2113	"onuoha, ogechi"	1	0	1.00
2114	"openshaw, r. l."	1	10	1.00
2115	"openshaw, rebecca l."	7	49	7.00
2116	"oranje, bob"	1	42	1.00
2117	"orgs, guido"	1	11	1.00
2118	"orlandi, andrea"	1	11	1.00
2119	"orr, desmond p. h."	1	43	1.00
2120	"ortega, gerardo"	1	0	1.00
2121	"osborne, michael"	1	6	1.00
2122	"osman, a."	1	34	1.00
2123	"osman, aheed"	1	0	1.00
2124	"ospel, johanna"	1	2	1.00
2125	"ospel, johanna m."	2	8	2.00
2126	"ospel, johanna maria"	2	13	2.00
2127	"ostarek, markus"	17	171	17.00
2128	"ostrolenk, alexia"	1	6	1.00
2129	"ouyang, guang"	1	5	1.00
2130	"overington, dorothy"	2	107	2.00
2131	"oviedo, lluis"	1	21	1.00
2132	"owen, anya"	1	4	1.00
2133	"ozkan, hatice"	1	4	1.00
2134	"ozmen, e."	1	13	1.00
2135	"ozturk, serefnur"	1	16	1.00
2136	"pachai, matthew v."	1	13	1.00
2137	"padilla, miguel a."	1	52	1.00
2138	"padma, vasantha"	1	7	1.00
2139	"paffen, chris l. e."	1	22	1.00
2140	"page, hector"	2	107	2.00
2141	"page, hector j. i."	2	39	2.00
2142	"paisalnan, sakrapee"	1	1	1.00
2143	"pajak, maciej"	1	0	1.00
2144	"pakenham, daisie o."	1	5	1.00
2145	"pal, suvankar"	7	32	7.00
2146	"palmer, jeb"	1	2	1.00
2147	"palva, j matias"	1	0	1.00
2148	"palva, j. m."	1	20	1.00
2149	"palva, j. matias"	25	596	25.00
2150	"palva, matias"	1	2	1.00
2151	"palva, s."	1	20	1.00
2152	"palva, satu"	24	521	23.00
2153	"palva, satu o."	1	84	1.00
2154	"pandey, pankaj"	1	1	1.00
2155	"panniello, mariangela"	2	7	2.00
2156	"pantiru, andreea"	1	12	1.00
2157	"panzeri, stefano"	2	49	2.00
2158	"paolucci, matteo"	2	72	2.00
2159	"papadatou-pastou, marietta"	2	8	2.00
2160	"papies, esther k."	3	43	3.00
2161	"papp, daniel"	1	4	1.00
2162	"parikh, neal s."	2	29	2.00
2163	"parish, george"	3	83	3.00
2164	"park, eunsoo"	1	0	1.00
2165	"park, hyojin"	2	31	2.00
2166	"park, hyun jung"	1	23	1.00
2167	"park, kyerl"	2	46	2.00
2168	"parkes, laura m."	1	3	1.00
2169	"parkinson, jack"	1	2	1.00
2170	"parry, miriam"	1	18	1.00
2171	"parsons, mark"	1	1	1.00
2172	"parsons, mark w."	4	102	4.00
2173	"pascalis, olivier"	1	3	1.00
2174	"pascual-leone, alvaro"	2	298	2.00
2175	"patel, anita"	1	26	1.00
2176	"patel, ramilla"	1	14	1.00
2177	"patel, ryan"	1	0	1.00
2178	"patel, s."	1	2	1.00
2179	"patel, smitaa"	1	14	1.00
2180	"paterson, gavin"	1	2	1.00
2181	"paterson, h."	1	9	1.00
2182	"paterson, helena"	2	1	2.00
2183	"paterson, samantha"	1	0	1.00
2184	"patil, mangala"	1	1	1.00
2185	"paton, a. t."	1	39	1.00
2186	"paton, angus t."	1	5	1.00
2187	"patonh, cristina"	1	0	1.00
2188	"paul, jacob m."	1	23	1.00
2189	"paulsen, ole"	1	2	1.00
2190	"paulus, walter j."	1	165	1.00
2191	"paunio, tiina"	1	0	1.00
2192	"pavese, nicola"	2	11	2.00
2193	"pavlova, m. a."	1	27	1.00
2194	"pavlova, marina a."	1	12	1.00
2195	"peacock, andrew j."	1	4	1.00
2196	"pearce, lesly a."	2	18	2.00
2197	"peck, liam j."	2	85	2.00
2198	"peckre, louise r."	1	1	1.00
2199	"pecune, florian"	2	3	2.00
2200	"pedraza, s."	1	3	1.00
2201	"pedraza, salvador"	27	141	27.00
2202	"peirs, cedric"	2	36	2.00
2203	"pelachaud, catherine"	1	11	1.00
2204	"peled, abraham"	1	9	1.00
2205	"pell, j. p."	2	22	2.00
2206	"pell, jill p."	3	104	3.00
2207	"pellicciari, maria concetta"	1	133	1.00
2208	"pellinen, pernilla"	1	6	1.00
2209	"peltola, maria"	1	3	1.00
2210	"pelton, m."	1	62	1.00
2211	"pelton, mirabel k."	1	23	1.00
2212	"penke, lars"	2	5	2.00
2213	"pennartz, cyriel m. a."	1	28	1.00
2214	"penninger, j. m."	1	10	1.00
2215	"penninger, josef m."	2	21	2.00
2216	"pennington, charlotte r."	1	6	1.00
2217	"pepin, veronique"	1	8	1.00
2218	"perera, kanjana"	1	16	1.00
2219	"perera, kanjana s."	1	2	1.00
2220	"perez, alejandro"	1	0	1.00
2221	"perez-berezo, teresa"	1	30	1.00
2222	"pernet, cyril r."	4	121	4.00
2223	"perry, richard j."	1	0	1.00
2224	"pesce, lola a."	1	5	1.00
2225	"pestilli, franco"	1	6	1.00
2226	"petersen, ronald"	1	54	1.00
2227	"petkoski, spase"	1	38	1.00
2228	"petridou, natalia"	13	230	13.00
2229	"petrie, marion"	1	2	1.00
2230	"petrini, karin"	2	14	2.00
2231	"petro, l. s."	1	39	1.00
2232	"petro, lucy s."	11	88	11.00
2233	"petrou, steven"	1	20	1.00
2234	"petrovic, predrag"	2	273	2.00
2235	"pettingill, philippa"	2	47	2.00
2236	"pezzulo, giovanni"	1	9	1.00
2237	"pfeffer, thomas"	1	5	1.00
2238	"pfeiffer, brad"	1	12	1.00
2239	"pfrommer, a."	1	25	1.00
2240	"pfrommer, andreas"	1	3	1.00
2241	"phan, thanh g."	1	8	1.00
2242	"philiastides, m. g."	2	1	2.00
2243	"philiastides, marios g"	2	16	2.00
2244	"philiastides, marios g."	11	261	11.00
2245	"phillips, a. marie"	1	20	1.00
2246	"phillips, steve"	1	2	1.00
2247	"phillips, william a."	1	15	1.00
2248	"phoenix, vernon r."	1	3	1.00
2249	"piantoni, gio"	1	0	1.00
2250	"piccini, paola"	1	3	1.00
2251	"pichon, swann"	1	2	1.00
2252	"pihlstrom, lasse"	1	2	1.00
2253	"pinnschmidt, hans"	1	1	1.00
2254	"pisauro, m. a."	1	0	1.00
2255	"pisauro, m. andrea"	1	79	1.00
2256	"pittman, alan m."	1	43	1.00
2257	"pitz, vanessa"	3	14	3.00
2258	"pizzi, romain"	1	1	1.00
2259	"pluchino, stefano"	1	15	1.00
2260	"poewe, werner h."	1	16	1.00
2261	"pohmann, r."	1	27	1.00
2262	"pohmann, rolf"	1	13	1.00
2263	"poil, simon-shlomo"	1	42	1.00
2264	"pokhoday, mikhail"	1	1	1.00
2265	"pol, hilleke e. hulshoff"	1	2	1.00
2266	"poldrack, russell a."	1	4	1.00
2267	"polgar, erika"	13	370	13.00
2268	"politis, ioannis"	1	28	1.00
2269	"politzer-ahles, stephen"	2	198	2.00
2270	"pollack, robert"	1	9	1.00
2271	"pollak, seth d."	1	437	1.00
2272	"pollick, f. e."	1	0	1.00
2273	"pollick, frank"	21	134	21.00
2274	"pollick, frank e."	13	72	13.00
2275	"pollick, frank earl"	5	30	5.00
2276	"pollock, kenneth"	1	46	1.00
2277	"poole, ian"	5	57	5.00
2278	"popov, vencislav"	1	16	1.00
2279	"porro, giorgio l."	2	19	2.00
2280	"portengen, brendan l."	1	4	1.00
2281	"porteous, mary"	3	27	3.00
2282	"porter, d. a."	1	13	1.00
2283	"porter, david"	1	5	1.00
2284	"porter, david a."	4	5	4.00
2285	"porter, david andrew"	5	21	5.00
2286	"poser, benedikt a."	3	183	3.00
2287	"postma, a."	1	18	1.00
2288	"potter, john"	1	2	1.00
2289	"poucet, bruno"	1	20	1.00
2290	"powell, henry"	1	0	1.00
2291	"poyade, matthieu"	1	3	1.00
2292	"pozniak, celine"	2	6	2.00
2293	"pratt, j. a."	1	10	1.00
2294	"pratt, judith"	1	20	1.00
2295	"pratt, judith a."	11	63	11.00
2296	"pratts, jaydan"	1	14	1.00
2297	"premoli, isabella"	1	133	1.00
2298	"prestori, francesca"	1	0	1.00
2299	"price, christopher"	1	2	1.00
2300	"prince, luke y."	1	1	1.00
2301	"proulx, michael j."	1	7	1.00
2302	"przybylski, andrew k."	1	73	1.00
2303	"psaltopoulou, theodora"	2	16	2.00
2304	"puetz, volker"	1	1	1.00
2305	"puig, j."	1	3	1.00
2306	"puig, josep"	14	93	14.00
2307	"pujo, julien"	1	30	1.00
2308	"pulvermuller, friedemann"	1	0	1.00
2309	"puolivali, tuomas"	3	47	3.00
2310	"purcell, mariel"	1	0	1.00
2311	"puts, david a."	2	13	2.00
2312	"puts, nicolaas a. j."	1	4	1.00
2313	"puzniak, robert j."	1	6	1.00
2314	"pynadath, david v."	1	0	1.00
2315	"qaisi, abdulrahman hussain"	1	8	1.00
2316	"qiu, wu"	2	29	2.00
2317	"quak, michel"	1	1	1.00
2318	"quandt, fanny"	4	11	4.00
2319	"queirazza, filippo"	4	55	4.00
2320	"quillet, raphaelle"	1	2	1.00
2321	"quinn, terence j."	1	26	1.00
2322	"quinn, terry"	1	18	1.00
2323	"rae, charlotte l"	1	2	1.00
2324	"raemaekers, m."	1	18	1.00
2325	"raffray, claudine n."	1	25	1.00
2326	"rahman, nabila"	1	0	1.00
2327	"rajji, tarek"	1	133	1.00
2328	"ralph, matthew a. lambon"	1	0	1.00
2329	"ramon, meike"	1	13	1.00
2330	"rampp, stefan"	1	16	1.00
2331	"ramsden, katie"	1	9	1.00
2332	"ramsey, nick f."	1	3	1.00
2333	"ramsey, richard"	6	53	6.00
2334	"randall, marc"	1	2	1.00
2335	"ranieri, federico"	2	72	2.00
2336	"rascol, olivier"	1	16	1.00
2337	"rauch, alexander"	2	13	2.00
2338	"ravenet, brian"	1	11	1.00
2339	"raviv, limor"	9	149	9.00
2340	"raw, jason"	1	3	1.00
2341	"raz, gal"	3	20	3.00
2342	"read, stephen j."	3	15	3.00
2343	"real, raquel"	2	3	2.00
2344	"recasens, marc"	5	70	5.00
2345	"reddy, prashanth"	1	18	1.00
2346	"reeves, i."	1	9	1.00
2347	"reeves, ian"	1	18	1.00
2348	"rehm, imogen c."	1	6	1.00
2349	"rehman, aliyah"	2	42	2.00
2350	"reich, lior"	1	10	1.00
2351	"reichmann, heinz"	2	43	2.00
2352	"reid, christopher a."	1	20	1.00
2353	"reid, e."	1	9	1.00
2354	"reid, kate"	7	24	7.00
2355	"reid, stuart"	1	0	1.00
2356	"reilly, thomas"	1	9	1.00
2357	"reimann, gernot"	1	1	1.00
2358	"reininghaus, ulrich"	1	0	1.00
2359	"reis, janine"	1	165	1.00
2360	"ren, jianzhen"	1	15	1.00
2361	"renaudineau, sophie"	3	36	3.00
2362	"renoult, julien p."	1	24	1.00
2363	"repplinger, stefan"	1	1	1.00
2364	"rerolle, sibylle"	1	1	1.00
2365	"retzler, chris"	4	156	4.00
2366	"revesz, tamas"	1	8	1.00
2367	"revina, yulia"	1	1	1.00
2368	"reynolds, richard c."	1	10	1.00
2369	"ribo, marc"	1	2	1.00
2370	"ricciardi, emiliano"	1	7	1.00
2371	"richards, blake a."	3	44	3.00
2372	"richards, gareth"	1	5	1.00
2373	"richardson, elspeth"	1	0	1.00
2374	"richardson, robert"	1	20	1.00
2375	"rick, c."	1	2	1.00
2376	"rick, caroline e"	1	14	1.00
2377	"riddell, j."	1	34	1.00
2378	"riddell, john"	5	26	5.00
2379	"riddell, john s."	8	218	8.00
2380	"riddoch, katie"	1	0	1.00
2381	"riddoch, katie a"	1	0	1.00
2382	"riddoch, katie a."	2	14	2.00
2383	"rieger, sebastian w."	1	0	1.00
2384	"riehle, mathis o."	1	3	1.00
2385	"rihs, tonia a."	2	7	2.00
2386	"rinaldi, louisa j."	1	0	1.00
2387	"ringelstein, erich b."	1	1	1.00
2388	"rinkel, g. j. e."	1	1	1.00
2389	"rios, francisco j."	1	21	1.00
2390	"ritchie, stuart j."	1	73	1.00
2391	"rivera, claudio"	1	6	1.00
2392	"rivera, natalia"	1	17	1.00
2393	"rivolta, davide"	1	27	1.00
2394	"roach, arthur"	2	25	2.00
2395	"roberts, helen"	1	14	1.00
2396	"roberts, margaret"	1	18	1.00
2397	"roberts, mark"	1	19	1.00
2398	"roberts, s. craig"	2	96	2.00
2399	"robertson, a. e."	1	62	1.00
2400	"robertson, ashley"	2	22	2.00
2401	"robertson, ashley e."	5	101	5.00
2402	"robertson, edwin"	1	12	1.00
2403	"robertson, edwin m."	12	243	9.00
2404	"robertson, fergus"	1	196	1.00
2405	"robinson, j. e."	1	10	1.00
2406	"robinson, thompson g."	1	2	1.00
2407	"robinson, tom"	1	6	1.00
2408	"robson, louise"	1	28	1.00
2409	"rocchicciolli, paul"	1	21	1.00
2410	"rocha, jose-francisco"	2	43	2.00
2411	"rochas, vincent"	2	7	2.00
2412	"rodgers, christopher t."	2	26	2.00
2413	"rodgers, j."	1	62	1.00
2414	"rodgers, jacqui"	3	45	3.00
2415	"rodgers, jean"	1	0	1.00
2416	"rodriguez-luna, david"	1	7	1.00
2417	"rodriguez-sanchez, julia"	1	0	1.00
2418	"roebuck, duncan christopher"	1	2	1.00
2419	"roehri, nicolas"	1	5	1.00
2420	"roelofzen, carlien"	2	19	2.00
2421	"roffe, christine"	1	2	1.00
2422	"rogasch, nigel c."	1	133	1.00
2423	"roh, david j."	1	27	1.00
2424	"rohrer, julia m."	1	11	1.00
2425	"rolland, corinne"	1	30	1.00
2426	"rollings, david"	2	22	2.00
2427	"rollings, david t."	1	52	1.00
2428	"romei, vincenzo"	3	8	3.00
2429	"romero, klaus"	2	25	2.00
2430	"roney, james r."	1	8	1.00
2431	"rooksby, maki"	1	15	1.00
2432	"roome, r. brian"	1	2	1.00
2433	"roos, y. b."	1	10	1.00
2434	"roos, yvo"	1	4	1.00
2435	"roos, yvo b."	1	43	1.00
2436	"roos, yvo b. w. e. m."	4	92	4.00
2437	"roos, yvo m."	1	14	1.00
2438	"roperti, cristina"	1	6	1.00
2439	"rosburg, timm"	1	21	1.00
2440	"rose, elaine"	2	21	2.00
2441	"rosenberg, joshua"	1	8	1.00
2442	"ross, david"	2	21	2.00
2443	"ross, m."	1	9	1.00
2444	"ross, sarah e."	8	129	8.00
2445	"rossit, stephanie"	3	28	3.00
2446	"rost, natalia s."	1	42	1.00
2447	"rotariu, sanziana"	1	50	1.00
2448	"rothlisberger, travis"	2	16	2.00
2449	"rothwell, john c."	1	165	1.00
2450	"rouhinen, santeri"	2	6	2.00
2451	"rousselet, guillaume"	1	68	1.00
2452	"rousselet, guillaume a"	1	48	1.00
2453	"rousselet, guillaume a."	7	350	7.00
2454	"roux, frederic"	5	99	5.00
2455	"rovelli, carlo"	2	18	2.00
2456	"rowe, james b."	2	10	2.00
2457	"rowland, james m."	2	19	2.00
2458	"roy, daniel"	1	4	1.00
2459	"roy, jayanta"	1	7	1.00
2460	"roy, l. a."	1	9	1.00
2461	"roy, lisa a."	1	1	1.00
2462	"roy, p."	1	3	1.00
2463	"roy, pascal"	6	57	6.00
2464	"ru, kun"	1	151	1.00
2465	"rua, catarina"	2	26	2.00
2466	"rubiera, marta"	1	9	1.00
2467	"rubino, a."	1	20	1.00
2468	"rudilosso, salvatore"	1	16	1.00
2469	"rudzinska, monika"	1	16	1.00
2470	"rueschemeyer, shirley-ann"	2	198	2.00
2471	"ruf-leuschner, martina"	1	18	1.00
2472	"ruggiero, g."	1	18	1.00
2473	"ruotolo, f."	1	18	1.00
2474	"rushworth, matthew f. s."	1	4	1.00
2475	"russell, david"	3	79	3.00
2476	"russell, kirsten"	2	5	2.00
2477	"russmann, alena"	1	5	1.00
2478	"rusz, dorottya"	1	29	1.00
2479	"ryan, sean p."	1	6	1.00
2480	"ryazantseva, maria"	1	6	1.00
2481	"rychlowska, magdalena"	1	81	1.00
2482	"ryder, kathy"	1	15	1.00
2483	"rytky, seppo"	1	11	1.00
2484	"ryvlin, philippe"	1	12	1.00
2485	"rzayeva, uma"	1	0	1.00
2486	"saad, feryal"	1	2	1.00
2487	"saad, lydia"	1	1	1.00
2488	"saarela, ville"	2	9	2.00
2489	"sabel, bernhard a."	1	29	1.00
2490	"sachdev, robert n. s."	1	34	1.00
2491	"sack, alexander t."	2	155	2.00
2492	"sackley, c. m."	1	2	1.00
2493	"sackley, catherine m"	1	14	1.00
2494	"sajda, paul"	3	7	3.00
2495	"sakka, eleni"	1	2	1.00
2496	"salman, r. al-shahi"	1	3	1.00
2497	"salman, rustam al-shahi"	16	132	16.00
2498	"salomone, gaetano"	2	72	2.00
2499	"salomonsson, sally"	1	50	1.00
2500	"salsovic, joseph"	1	0	1.00
2501	"salvan, piergiorgio"	1	4	1.00
2502	"salvia, e."	1	5	1.00
2503	"salvidegoitia, maria pineyro"	1	20	1.00
2504	"sampaio-baptista, cassandra"	13	462	13.00
2505	"san roman, luis"	5	170	5.00
2506	"san vito, patrizia di campli"	3	8	3.00
2507	"sanchez-panchuelo, rosa maria"	1	5	1.00
2508	"sandercock, peter a. g."	1	14	1.00
2509	"sanders, zeena britt"	1	0	1.00
2510	"sanders, zeena-britt"	3	66	3.00
2511	"sandor, cynthia"	2	5	2.00
2512	"sandrini, marco"	1	165	1.00
2513	"sands, gina"	1	14	1.00
2514	"sandset, else"	1	2	1.00
2515	"sandset, else charlotte"	1	9	1.00
2516	"sandy-hindmarch, oliver"	2	22	2.00
2517	"sansom, carrie"	1	12	1.00
2518	"santarnecchi, emiliano"	1	165	1.00
2519	"santiago, celine"	1	58	1.00
2520	"santo, gustavo c."	1	15	1.00
2521	"santos, tiago"	1	21	1.00
2522	"santosh, c."	1	2	1.00
2523	"santosh, celestine"	5	53	5.00
2524	"sapere, patricia"	1	14	1.00
2525	"saposnik, gustavo"	1	0	1.00
2526	"sapuan, abdul halim"	1	3	1.00
2527	"saqqur, maher"	2	16	2.00
2528	"sare, gillian"	1	3	1.00
2529	"sauer, andreas"	4	42	4.00
2530	"saund, carolyn"	1	0	1.00
2531	"savardi, mattia"	2	16	2.00
2532	"savazzi, silvia"	2	101	2.00
2533	"save, etienne"	1	20	1.00
2534	"saver, j. l."	1	10	1.00
2535	"saver, jeffrey"	1	14	1.00
2536	"saver, jeffrey l"	1	0	1.00
2537	"saver, jeffrey l."	21	456	21.00
2538	"savickaite, s."	1	0	1.00
2539	"savickaite, sarune"	1	2	1.00
2540	"sawlani, vijay"	3	74	3.00
2541	"scandola, michele"	1	1	1.00
2542	"scerbo, mark w."	1	52	1.00
2543	"schalkamp, ann-kathrin"	1	0	1.00
2544	"schambra, heidi m."	1	165	1.00
2545	"schauer, maggie"	1	18	1.00
2546	"scheepers, christoph"	15	138	15.00
2547	"scheffler, k."	2	52	2.00
2548	"scheffler, klaus"	3	34	3.00
2549	"scheitz, jan f."	1	0	1.00
2550	"scheldeman, lauranne"	6	24	6.00
2551	"scheller, bertram"	1	27	1.00
2552	"schellinger, peter d."	2	16	2.00
2553	"scherer, stefan"	1	0	1.00
2554	"schickhoff, sebastian"	1	0	1.00
2555	"schiefer, matthew a."	1	8	1.00
2556	"schild, christoph"	1	5	1.00
2557	"schindler, igor"	1	1	1.00
2558	"schleicher, lauren s."	1	52	1.00
2559	"schlemm, eckhard"	6	20	6.00
2560	"schlemm, ludwig"	3	14	3.00
2561	"schmid, annina b."	2	22	2.00
2562	"schmidt, rita"	1	0	1.00
2563	"schmidt, robert"	1	4	1.00
2564	"schmitt, friedhelm c."	1	1	1.00
2565	"schmukle, stefan c."	1	11	1.00
2566	"schneider, armin"	1	1	1.00
2567	"schneider, maude"	1	5	1.00
2568	"schoemaker, rik"	1	0	1.00
2569	"schoffelen, jan-mathijs"	3	135	3.00
2570	"scholte, steven h."	1	2	1.00
2571	"schonewille, wouter j."	1	1	1.00
2572	"schrag, anette e."	2	8	2.00
2573	"schrempf, patrick"	1	0	1.00
2574	"schroder, tobias navarro"	1	64	1.00
2575	"schultze-luttee, frauke"	1	64	1.00
2576	"schultze-lutter, frauke"	14	92	14.00
2577	"schuttelkopf, alexander w."	1	8	1.00
2578	"schwannauer, matthias"	17	204	17.00
2579	"schwarz, ghil"	4	8	4.00
2580	"schwarz, stefan t."	1	3	1.00
2581	"schwarzbauer, christian"	1	5	1.00
2582	"schyns, philippe"	1	2	1.00
2583	"schyns, philippe g"	2	0	2.00
2584	"schyns, philippe g."	26	462	24.00
2585	"scott, graham g."	3	87	3.00
2586	"scott, holly"	8	190	8.00
2587	"scutt, polly"	1	2	1.00
2588	"sedkov, alexander"	1	16	1.00
2589	"seduikyte, evelina"	1	12	1.00
2590	"seeber, martin"	2	7	2.00
2591	"seery, michael k."	1	28	1.00
2592	"segaert, katrien"	2	198	2.00
2593	"segerdahl, andrew r."	1	85	1.00
2594	"seginer, amir"	1	0	1.00
2595	"sehner, susanne"	1	2	1.00
2596	"seibert, tyler m."	1	2	1.00
2597	"seibyl, john"	2	25	2.00
2598	"seifert, volker"	1	8	1.00
2599	"seiffge, david"	2	0	2.00
2600	"seiffge, david j."	5	18	5.00
2601	"sekhar, alakendu"	1	25	1.00
2602	"sekuler, allison b."	1	13	1.00
2603	"sellathurai, mathini"	1	1	1.00
2604	"senft, christian"	1	8	1.00
2605	"sequeira, pedro"	3	12	3.00
2606	"serena, joaquin"	1	2	1.00
2607	"sereno, sara c."	8	117	8.00
2608	"sergeeva, elena g."	1	29	1.00
2609	"serra, jordi"	1	85	1.00
2610	"shah, jai l."	1	35	1.00
2611	"shahid, aisha"	2	26	2.00
2612	"shahzad, mahvish"	1	15	1.00
2613	"shaikh, sonia jawaid"	2	15	2.00
2614	"shajan, g."	3	52	3.00
2615	"shajan, gunamony"	3	34	3.00
2616	"shakeri, gozel"	1	5	1.00
2617	"shakeshaft, c."	1	3	1.00
2618	"shakeshaft, clare"	15	120	15.00
2619	"shamalov, nikolay"	1	2	1.00
2620	"shankar, jai j."	1	9	1.00
2621	"shapiro, ari"	1	1	1.00
2622	"shapiro, kimron l."	4	117	4.00
2623	"sharma, gagan"	3	54	3.00
2624	"sharma, mukul"	3	33	3.00
2625	"sharma, nikhil"	3	0	3.00
2626	"sharma, pankaj"	1	15	1.00
2627	"sharma, vijay k."	2	16	2.00
2628	"sharp, l."	1	9	1.00
2629	"shaw, daniel j."	1	6	1.00
2630	"shaw, leslie m."	1	54	1.00
2631	"shaw, martin"	1	16	1.00
2632	"shaw, rebecca"	1	42	1.00
2633	"sheahan, tayler d."	3	11	3.00
2634	"sheaves, bryony"	1	23	1.00
2635	"shebani, zubaida"	1	0	1.00
2636	"shepherd, fraser"	1	16	1.00
2637	"shepherd, matthew"	1	12	1.00
2638	"sherer, todd"	1	54	1.00
2639	"sheridan, matthew"	1	6	1.00
2640	"sheridan, matthew p."	1	8	1.00
2641	"sheridan, nathalie"	1	2	1.00
2642	"sheth, kevin n."	3	38	3.00
2643	"shiramizu, victor"	3	3	3.00
2644	"shiramizu, victor kenji m."	1	9	1.00
2645	"shirazi, talia n."	1	8	1.00
